week,team_name,in_season_manager_id,manager_name,opponent_team_name,in_season_opponent_manager_id,opponent_name,projected_points_for,points_for,projected_points_against,points_against,season,win
16,We're Back,14,Nate,The Ice Cold Bruschi,1,Ricky,106.53,63.33,123.73,110.27,2017,0
1,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,116.06,111.24,108.51,83.52,2018,1
2,The Ice Cold Bruschi,1,Ricky,Jadeveon's Hit Men,3,Tim,118.05,134.78,114.76,134.5,2018,1
3,The Ice Cold Bruschi,1,Ricky,John Brown's Army,4,Eric,111.85,111.08,121.98,103.62,2018,1
4,The Ice Cold Bruschi,1,Ricky,The Twelve Apostles,5,Jones,113.3,104.78,126.44,110.92,2018,0
5,The Ice Cold Bruschi,1,Ricky,SuperCam That Ho,6,Lauren,109.55,102.92,117.47,126.24,2018,0
6,The Ice Cold Bruschi,1,Ricky,Starr is Born,7,Nick,121.33,134.0,114.81,125.18,2018,1
7,The Ice Cold Bruschi,1,Ricky,The fishingtons,8,Buddy,111.18,78.2,112.37,83.38,2018,0
8,The Ice Cold Bruschi,1,Ricky,The Scientist,9,Kyle,116.01,85.54,123.63,130.62,2018,0
9,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,10,Michael,117.83,126.92,102.09,127.24,2018,0
10,The Ice Cold Bruschi,1,Ricky,Thunder Crotches,11,Jake,132.73,184.52,110.61,86.6,2018,1
11,The Ice Cold Bruschi,1,Ricky,Saquon These Nuts,12,Frags,130.12,157.24,94.22,76.88,2018,1
12,The Ice Cold Bruschi,1,Ricky,who invited canada,13,Peter,132.41,159.06,127.85,150.58,2018,1
13,The Ice Cold Bruschi,1,Ricky,We're Back,14,Nate,99.56,90.46,116.01,105.66,2018,0
14,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,10,Michael,133.07,115.1,125.41,133.3,2018,0
15,The Ice Cold Bruschi,1,Ricky,We're Back,14,Nate,119.36,91.22,116.92,82.84,2018,1
1,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,108.51,83.52,116.06,111.24,2018,0
2,Immortal Duffmen,2,Pat,We're Back,14,Nate,110.52,129.04,112.65,90.4,2018,1
3,Immortal Duffmen,2,Pat,Jadeveon's Hit Men,3,Tim,108.34,80.58,129.82,125.1,2018,0
4,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,102.45,126.38,118.08,117.56,2018,1
5,Immortal Duffmen,2,Pat,The Twelve Apostles,5,Jones,107.12,103.2,114.05,92.08,2018,1
6,Immortal Duffmen,2,Pat,SuperCam That Ho,6,Lauren,108.55,87.08,118.62,107.32,2018,0
7,Immortal Duffmen,2,Pat,Starr is Born,7,Nick,103.92,82.76,109.84,138.44,2018,0
8,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,104.06,132.72,105.83,96.9,2018,1
9,Immortal Duffmen,2,Pat,The Scientist,9,Kyle,97.83,99.3,119.35,124.4,2018,0
10,Immortal Duffmen,2,Pat,Thug Bungalow,10,Michael,98.67,106.04,118.99,129.72,2018,0
11,Immortal Duffmen,2,Pat,Thunder Crotches,11,Jake,115.26,133.2,104.26,51.74,2018,1
12,Immortal Duffmen,2,Pat,Saquon These Nuts,12,Frags,109.72,103.28,112.12,102.14,2018,1
13,Immortal Duffmen,2,Pat,who invited canada,13,Peter,118.39,152.34,133.36,124.34,2018,1
15,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,109.23,106.38,89.48,91.36,2018,1
16,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,116.43,85.34,118.05,114.44,2018,0
1,Jadeveon's Hit Men,3,Tim,who invited canada,13,Peter,117.21,113.94,128.18,124.9,2018,0
2,Jadeveon's Hit Men,3,Tim,The Ice Cold Bruschi,1,Ricky,114.76,134.5,118.05,134.78,2018,0
3,Jadeveon's Hit Men,3,Tim,Immortal Duffmen,2,Pat,129.82,125.1,108.34,80.58,2018,1
4,Jadeveon's Hit Men,3,Tim,We're Back,14,Nate,113.52,120.3,104.62,121.96,2018,0
5,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,114.75,142.5,117.91,164.64,2018,0
6,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,5,Jones,131.59,140.38,110.51,104.0,2018,1
7,Jadeveon's Hit Men,3,Tim,SuperCam That Ho,6,Lauren,128.37,132.16,124.33,128.8,2018,1
8,Jadeveon's Hit Men,3,Tim,Starr is Born,7,Nick,131.68,164.26,117.39,79.76,2018,1
9,Jadeveon's Hit Men,3,Tim,The fishingtons,8,Buddy,129.78,98.22,103.73,119.54,2018,0
10,Jadeveon's Hit Men,3,Tim,The Scientist,9,Kyle,110.98,96.42,127.68,138.76,2018,0
11,Jadeveon's Hit Men,3,Tim,Thug Bungalow,10,Michael,124.51,89.02,115.42,151.02,2018,0
12,Jadeveon's Hit Men,3,Tim,Thunder Crotches,11,Jake,104.24,144.2,110.23,72.58,2018,1
13,Jadeveon's Hit Men,3,Tim,Saquon These Nuts,12,Frags,132.97,112.76,121.41,84.6,2018,1
14,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,117.94,90.68,98.12,94.32,2018,0
15,Jadeveon's Hit Men,3,Tim,Thunder Crotches,11,Jake,122.85,119.06,92.98,105.94,2018,1
1,John Brown's Army,4,Eric,Saquon These Nuts,12,Frags,125.81,125.58,121.53,111.44,2018,1
2,John Brown's Army,4,Eric,who invited canada,13,Peter,110.33,117.66,123.04,145.28,2018,0
3,John Brown's Army,4,Eric,The Ice Cold Bruschi,1,Ricky,121.98,103.62,111.85,111.08,2018,0
4,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,118.08,117.56,102.45,126.38,2018,0
5,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,117.91,164.64,114.75,142.5,2018,1
6,John Brown's Army,4,Eric,We're Back,14,Nate,129.83,121.2,100.29,133.84,2018,0
7,John Brown's Army,4,Eric,The Twelve Apostles,5,Jones,113.16,105.18,95.26,108.36,2018,0
8,John Brown's Army,4,Eric,SuperCam That Ho,6,Lauren,118.12,130.66,119.63,110.94,2018,1
9,John Brown's Army,4,Eric,Starr is Born,7,Nick,109.67,117.34,106.29,133.52,2018,0
10,John Brown's Army,4,Eric,The fishingtons,8,Buddy,110.62,120.2,114.25,137.7,2018,0
11,John Brown's Army,4,Eric,The Scientist,9,Kyle,106.56,98.6,118.08,154.72,2018,0
12,John Brown's Army,4,Eric,Thug Bungalow,10,Michael,100.18,105.32,116.76,118.9,2018,0
13,John Brown's Army,4,Eric,Thunder Crotches,11,Jake,100.76,102.04,93.97,65.8,2018,1
14,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,98.12,94.32,117.94,90.68,2018,1
15,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,89.48,91.36,109.23,106.38,2018,0
16,John Brown's Army,4,Eric,SuperCam That Ho,6,Lauren,85.49,77.14,108.75,85.44,2018,0
1,The Twelve Apostles,5,Jones,Thunder Crotches,11,Jake,126.9,133.24,119.73,87.44,2018,1
2,The Twelve Apostles,5,Jones,Saquon These Nuts,12,Frags,121.21,80.24,116.82,131.0,2018,0
3,The Twelve Apostles,5,Jones,who invited canada,13,Peter,127.57,119.5,119.59,106.92,2018,1
4,The Twelve Apostles,5,Jones,The Ice Cold Bruschi,1,Ricky,126.44,110.92,113.3,104.78,2018,1
5,The Twelve Apostles,5,Jones,Immortal Duffmen,2,Pat,114.05,92.08,107.12,103.2,2018,0
6,The Twelve Apostles,5,Jones,Jadeveon's Hit Men,3,Tim,110.51,104.0,131.59,140.38,2018,0
7,The Twelve Apostles,5,Jones,John Brown's Army,4,Eric,95.26,108.36,113.16,105.18,2018,1
8,The Twelve Apostles,5,Jones,We're Back,14,Nate,120.03,130.24,109.25,100.5,2018,1
9,The Twelve Apostles,5,Jones,SuperCam That Ho,6,Lauren,108.27,119.26,96.92,112.34,2018,1
10,The Twelve Apostles,5,Jones,Starr is Born,7,Nick,103.5,91.36,112.78,77.64,2018,1
11,The Twelve Apostles,5,Jones,The fishingtons,8,Buddy,102.73,113.98,121.76,114.82,2018,0
12,The Twelve Apostles,5,Jones,The Scientist,9,Kyle,116.52,82.62,108.39,108.08,2018,0
13,The Twelve Apostles,5,Jones,Thug Bungalow,10,Michael,117.42,110.92,126.38,87.78,2018,1
14,The Twelve Apostles,5,Jones,We're Back,14,Nate,106.04,97.34,113.47,82.3,2018,1
15,The Twelve Apostles,5,Jones,The Scientist,9,Kyle,115.11,77.76,115.16,119.12,2018,0
16,The Twelve Apostles,5,Jones,Thug Bungalow,10,Michael,113.86,145.08,121.04,115.94,2018,1
1,SuperCam That Ho,6,Lauren,Thug Bungalow,10,Michael,123.9,130.36,113.53,137.64,2018,0
2,SuperCam That Ho,6,Lauren,Thunder Crotches,11,Jake,113.87,107.88,113.39,118.28,2018,0
3,SuperCam That Ho,6,Lauren,Saquon These Nuts,12,Frags,115.59,111.0,112.97,147.2,2018,0
4,SuperCam That Ho,6,Lauren,who invited canada,13,Peter,113.43,164.92,119.39,96.46,2018,1
5,SuperCam That Ho,6,Lauren,The Ice Cold Bruschi,1,Ricky,117.47,126.24,109.55,102.92,2018,1
6,SuperCam That Ho,6,Lauren,Immortal Duffmen,2,Pat,118.62,107.32,108.55,87.08,2018,1
7,SuperCam That Ho,6,Lauren,Jadeveon's Hit Men,3,Tim,124.33,128.8,128.37,132.16,2018,0
8,SuperCam That Ho,6,Lauren,John Brown's Army,4,Eric,119.63,110.94,118.12,130.66,2018,0
9,SuperCam That Ho,6,Lauren,The Twelve Apostles,5,Jones,96.92,112.34,108.27,119.26,2018,0
10,SuperCam That Ho,6,Lauren,We're Back,14,Nate,119.48,109.2,113.04,164.7,2018,0
11,SuperCam That Ho,6,Lauren,Starr is Born,7,Nick,106.38,102.94,108.0,94.18,2018,1
12,SuperCam That Ho,6,Lauren,The fishingtons,8,Buddy,115.57,139.94,126.07,103.04,2018,1
13,SuperCam That Ho,6,Lauren,The Scientist,9,Kyle,122.09,104.44,120.12,120.4,2018,0
14,SuperCam That Ho,6,Lauren,Thunder Crotches,11,Jake,113.29,171.42,100.62,86.58,2018,1
15,SuperCam That Ho,6,Lauren,The fishingtons,8,Buddy,108.99,58.12,104.88,114.02,2018,0
16,SuperCam That Ho,6,Lauren,John Brown's Army,4,Eric,108.75,85.44,85.49,77.14,2018,1
1,Starr is Born,7,Nick,The Scientist,9,Kyle,113.7,97.36,119.61,137.96,2018,0
2,Starr is Born,7,Nick,Thug Bungalow,10,Michael,111.39,100.84,118.8,112.74,2018,0
3,Starr is Born,7,Nick,Thunder Crotches,11,Jake,116.34,90.76,115.16,108.76,2018,0
4,Starr is Born,7,Nick,Saquon These Nuts,12,Frags,108.6,117.9,113.4,124.58,2018,0
5,Starr is Born,7,Nick,who invited canada,13,Peter,111.91,109.96,127.72,141.6,2018,0
6,Starr is Born,7,Nick,The Ice Cold Bruschi,1,Ricky,114.81,125.18,121.33,134.0,2018,0
7,Starr is Born,7,Nick,Immortal Duffmen,2,Pat,109.84,138.44,103.92,82.76,2018,1
8,Starr is Born,7,Nick,Jadeveon's Hit Men,3,Tim,117.39,79.76,131.68,164.26,2018,0
9,Starr is Born,7,Nick,John Brown's Army,4,Eric,106.29,133.52,109.67,117.34,2018,1
10,Starr is Born,7,Nick,The Twelve Apostles,5,Jones,112.78,77.64,103.5,91.36,2018,0
11,Starr is Born,7,Nick,SuperCam That Ho,6,Lauren,108.0,94.18,106.38,102.94,2018,0
12,Starr is Born,7,Nick,We're Back,14,Nate,98.67,110.72,119.32,123.06,2018,0
13,Starr is Born,7,Nick,The fishingtons,8,Buddy,102.62,85.92,112.91,103.08,2018,0
1,The fishingtons,8,Buddy,We're Back,14,Nate,117.29,96.86,122.06,117.8,2018,0
2,The fishingtons,8,Buddy,The Scientist,9,Kyle,108.96,86.32,120.52,141.3,2018,0
3,The fishingtons,8,Buddy,Thug Bungalow,10,Michael,108.82,115.44,109.39,97.74,2018,1
4,The fishingtons,8,Buddy,Thunder Crotches,11,Jake,123.17,112.78,118.81,114.06,2018,0
5,The fishingtons,8,Buddy,Saquon These Nuts,12,Frags,110.66,122.22,117.14,110.78,2018,1
6,The fishingtons,8,Buddy,who invited canada,13,Peter,107.07,111.54,119.2,147.56,2018,0
7,The fishingtons,8,Buddy,The Ice Cold Bruschi,1,Ricky,112.37,83.38,111.18,78.2,2018,1
8,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,105.83,96.9,104.06,132.72,2018,0
9,The fishingtons,8,Buddy,Jadeveon's Hit Men,3,Tim,103.73,119.54,129.78,98.22,2018,1
10,The fishingtons,8,Buddy,John Brown's Army,4,Eric,114.25,137.7,110.62,120.2,2018,1
11,The fishingtons,8,Buddy,The Twelve Apostles,5,Jones,121.76,114.82,102.73,113.98,2018,1
12,The fishingtons,8,Buddy,SuperCam That Ho,6,Lauren,126.07,103.04,115.57,139.94,2018,0
13,The fishingtons,8,Buddy,Starr is Born,7,Nick,112.91,103.08,102.62,85.92,2018,1
15,The fishingtons,8,Buddy,SuperCam That Ho,6,Lauren,104.88,114.02,108.99,58.12,2018,1
16,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,118.05,114.44,116.43,85.34,2018,1
1,The Scientist,9,Kyle,Starr is Born,7,Nick,119.61,137.96,113.7,97.36,2018,1
2,The Scientist,9,Kyle,The fishingtons,8,Buddy,120.52,141.3,108.96,86.32,2018,1
3,The Scientist,9,Kyle,We're Back,14,Nate,115.25,136.74,111.08,70.4,2018,1
4,The Scientist,9,Kyle,Thug Bungalow,10,Michael,118.0,122.16,107.13,126.94,2018,0
5,The Scientist,9,Kyle,Thunder Crotches,11,Jake,114.32,91.04,100.69,89.08,2018,1
6,The Scientist,9,Kyle,Saquon These Nuts,12,Frags,113.53,132.32,102.17,98.4,2018,1
7,The Scientist,9,Kyle,who invited canada,13,Peter,115.22,138.42,112.86,107.32,2018,1
8,The Scientist,9,Kyle,The Ice Cold Bruschi,1,Ricky,123.63,130.62,116.01,85.54,2018,1
9,The Scientist,9,Kyle,Immortal Duffmen,2,Pat,119.35,124.4,97.83,99.3,2018,1
10,The Scientist,9,Kyle,Jadeveon's Hit Men,3,Tim,127.68,138.76,110.98,96.42,2018,1
11,The Scientist,9,Kyle,John Brown's Army,4,Eric,118.08,154.72,106.56,98.6,2018,1
12,The Scientist,9,Kyle,The Twelve Apostles,5,Jones,108.39,108.08,116.52,82.62,2018,1
13,The Scientist,9,Kyle,SuperCam That Ho,6,Lauren,120.12,120.4,122.09,104.44,2018,1
15,The Scientist,9,Kyle,The Twelve Apostles,5,Jones,115.16,119.12,115.11,77.76,2018,1
16,The Scientist,9,Kyle,who invited canada,13,Peter,111.65,128.82,123.0,157.8,2018,0
1,Thug Bungalow,10,Michael,SuperCam That Ho,6,Lauren,113.53,137.64,123.9,130.36,2018,1
2,Thug Bungalow,10,Michael,Starr is Born,7,Nick,118.8,112.74,111.39,100.84,2018,1
3,Thug Bungalow,10,Michael,The fishingtons,8,Buddy,109.39,97.74,108.82,115.44,2018,0
4,Thug Bungalow,10,Michael,The Scientist,9,Kyle,107.13,126.94,118.0,122.16,2018,1
5,Thug Bungalow,10,Michael,We're Back,14,Nate,111.11,69.74,102.48,91.32,2018,0
6,Thug Bungalow,10,Michael,Thunder Crotches,11,Jake,112.56,83.44,112.82,90.3,2018,0
7,Thug Bungalow,10,Michael,Saquon These Nuts,12,Frags,115.71,139.18,109.08,121.26,2018,1
8,Thug Bungalow,10,Michael,who invited canada,13,Peter,108.26,100.1,131.09,166.78,2018,0
9,Thug Bungalow,10,Michael,The Ice Cold Bruschi,1,Ricky,102.09,127.24,117.83,126.92,2018,1
10,Thug Bungalow,10,Michael,Immortal Duffmen,2,Pat,118.99,129.72,98.67,106.04,2018,1
11,Thug Bungalow,10,Michael,Jadeveon's Hit Men,3,Tim,115.42,151.02,124.51,89.02,2018,1
12,Thug Bungalow,10,Michael,John Brown's Army,4,Eric,116.76,118.9,100.18,105.32,2018,1
13,Thug Bungalow,10,Michael,The Twelve Apostles,5,Jones,126.38,87.78,117.42,110.92,2018,0
14,Thug Bungalow,10,Michael,The Ice Cold Bruschi,1,Ricky,125.41,133.3,133.07,115.1,2018,1
15,Thug Bungalow,10,Michael,who invited canada,13,Peter,125.42,71.06,128.36,117.5,2018,0
16,Thug Bungalow,10,Michael,The Twelve Apostles,5,Jones,121.04,115.94,113.86,145.08,2018,0
1,Thunder Crotches,11,Jake,The Twelve Apostles,5,Jones,119.73,87.44,126.9,133.24,2018,0
2,Thunder Crotches,11,Jake,SuperCam That Ho,6,Lauren,113.39,118.28,113.87,107.88,2018,1
3,Thunder Crotches,11,Jake,Starr is Born,7,Nick,115.16,108.76,116.34,90.76,2018,1
4,Thunder Crotches,11,Jake,The fishingtons,8,Buddy,118.81,114.06,123.17,112.78,2018,1
5,Thunder Crotches,11,Jake,The Scientist,9,Kyle,100.69,89.08,114.32,91.04,2018,0
6,Thunder Crotches,11,Jake,Thug Bungalow,10,Michael,112.82,90.3,112.56,83.44,2018,1
7,Thunder Crotches,11,Jake,We're Back,14,Nate,105.34,100.36,91.67,142.82,2018,0
8,Thunder Crotches,11,Jake,Saquon These Nuts,12,Frags,97.74,114.1,109.01,100.56,2018,1
9,Thunder Crotches,11,Jake,who invited canada,13,Peter,99.14,97.5,122.73,149.4,2018,0
10,Thunder Crotches,11,Jake,The Ice Cold Bruschi,1,Ricky,110.61,86.6,132.73,184.52,2018,0
11,Thunder Crotches,11,Jake,Immortal Duffmen,2,Pat,104.26,51.74,115.26,133.2,2018,0
12,Thunder Crotches,11,Jake,Jadeveon's Hit Men,3,Tim,110.23,72.58,104.24,144.2,2018,0
13,Thunder Crotches,11,Jake,John Brown's Army,4,Eric,93.97,65.8,100.76,102.04,2018,0
14,Thunder Crotches,11,Jake,SuperCam That Ho,6,Lauren,100.62,86.58,113.29,171.42,2018,0
15,Thunder Crotches,11,Jake,Jadeveon's Hit Men,3,Tim,92.98,105.94,122.85,119.06,2018,0
1,Saquon These Nuts,12,Frags,John Brown's Army,4,Eric,121.53,111.44,125.81,125.58,2018,0
2,Saquon These Nuts,12,Frags,The Twelve Apostles,5,Jones,116.82,131.0,121.21,80.24,2018,1
3,Saquon These Nuts,12,Frags,SuperCam That Ho,6,Lauren,112.97,147.2,115.59,111.0,2018,1
4,Saquon These Nuts,12,Frags,Starr is Born,7,Nick,113.4,124.58,108.6,117.9,2018,1
5,Saquon These Nuts,12,Frags,The fishingtons,8,Buddy,117.14,110.78,110.66,122.22,2018,0
6,Saquon These Nuts,12,Frags,The Scientist,9,Kyle,102.17,98.4,113.53,132.32,2018,0
7,Saquon These Nuts,12,Frags,Thug Bungalow,10,Michael,109.08,121.26,115.71,139.18,2018,0
8,Saquon These Nuts,12,Frags,Thunder Crotches,11,Jake,109.01,100.56,97.74,114.1,2018,0
9,Saquon These Nuts,12,Frags,We're Back,14,Nate,105.23,110.68,109.2,77.4,2018,1
10,Saquon These Nuts,12,Frags,who invited canada,13,Peter,99.81,98.52,136.39,127.12,2018,0
11,Saquon These Nuts,12,Frags,The Ice Cold Bruschi,1,Ricky,94.22,76.88,130.12,157.24,2018,0
12,Saquon These Nuts,12,Frags,Immortal Duffmen,2,Pat,112.12,102.14,109.72,103.28,2018,0
13,Saquon These Nuts,12,Frags,Jadeveon's Hit Men,3,Tim,121.41,84.6,132.97,112.76,2018,0
1,who invited canada,13,Peter,Jadeveon's Hit Men,3,Tim,128.18,124.9,117.21,113.94,2018,1
2,who invited canada,13,Peter,John Brown's Army,4,Eric,123.04,145.28,110.33,117.66,2018,1
3,who invited canada,13,Peter,The Twelve Apostles,5,Jones,119.59,106.92,127.57,119.5,2018,0
4,who invited canada,13,Peter,SuperCam That Ho,6,Lauren,119.39,96.46,113.43,164.92,2018,0
5,who invited canada,13,Peter,Starr is Born,7,Nick,127.72,141.6,111.91,109.96,2018,1
6,who invited canada,13,Peter,The fishingtons,8,Buddy,119.2,147.56,107.07,111.54,2018,1
7,who invited canada,13,Peter,The Scientist,9,Kyle,112.86,107.32,115.22,138.42,2018,0
8,who invited canada,13,Peter,Thug Bungalow,10,Michael,131.09,166.78,108.26,100.1,2018,1
9,who invited canada,13,Peter,Thunder Crotches,11,Jake,122.73,149.4,99.14,97.5,2018,1
10,who invited canada,13,Peter,Saquon These Nuts,12,Frags,136.39,127.12,99.81,98.52,2018,1
11,who invited canada,13,Peter,We're Back,14,Nate,130.62,110.86,116.03,96.7,2018,1
12,who invited canada,13,Peter,The Ice Cold Bruschi,1,Ricky,127.85,150.58,132.41,159.06,2018,0
13,who invited canada,13,Peter,Immortal Duffmen,2,Pat,133.36,124.34,118.39,152.34,2018,0
15,who invited canada,13,Peter,Thug Bungalow,10,Michael,128.36,117.5,125.42,71.06,2018,1
16,who invited canada,13,Peter,The Scientist,9,Kyle,123.0,157.8,111.65,128.82,2018,1
1,We're Back,14,Nate,The fishingtons,8,Buddy,122.06,117.8,117.29,96.86,2018,1
2,We're Back,14,Nate,Immortal Duffmen,2,Pat,112.65,90.4,110.52,129.04,2018,0
3,We're Back,14,Nate,The Scientist,9,Kyle,111.08,70.4,115.25,136.74,2018,0
4,We're Back,14,Nate,Jadeveon's Hit Men,3,Tim,104.62,121.96,113.52,120.3,2018,1
5,We're Back,14,Nate,Thug Bungalow,10,Michael,102.48,91.32,111.11,69.74,2018,1
6,We're Back,14,Nate,John Brown's Army,4,Eric,100.29,133.84,129.83,121.2,2018,1
7,We're Back,14,Nate,Thunder Crotches,11,Jake,91.67,142.82,105.34,100.36,2018,1
8,We're Back,14,Nate,The Twelve Apostles,5,Jones,109.25,100.5,120.03,130.24,2018,0
9,We're Back,14,Nate,Saquon These Nuts,12,Frags,109.2,77.4,105.23,110.68,2018,0
10,We're Back,14,Nate,SuperCam That Ho,6,Lauren,113.04,164.7,119.48,109.2,2018,1
11,We're Back,14,Nate,who invited canada,13,Peter,116.03,96.7,130.62,110.86,2018,0
12,We're Back,14,Nate,Starr is Born,7,Nick,119.32,123.06,98.67,110.72,2018,1
13,We're Back,14,Nate,The Ice Cold Bruschi,1,Ricky,116.01,105.66,99.56,90.46,2018,1
14,We're Back,14,Nate,The Twelve Apostles,5,Jones,113.47,82.3,106.04,97.34,2018,0
15,We're Back,14,Nate,The Ice Cold Bruschi,1,Ricky,116.92,82.84,119.36,91.22,2018,0
1,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,151.28,144.06,134.26,105.66,2019,1
2,The Ice Cold Bruschi,1,Ricky,Jadeveon's Hit Men,3,Tim,145.56,145.58,133.23,145.76,2019,0
3,The Ice Cold Bruschi,1,Ricky,John Brown's Army,4,Eric,173.17,158.68,143.04,159.66,2019,0
4,The Ice Cold Bruschi,1,Ricky,Saquon These Nuts,5,Frags,146.0,150.98,122.85,154.9,2019,0
5,The Ice Cold Bruschi,1,Ricky,Starr is Born,6,Nick,145.99,120.64,127.76,150.66,2019,0
6,The Ice Cold Bruschi,1,Ricky,SuperCam That Ho,7,Lauren,136.33,135.24,120.78,123.22,2019,1
7,The Ice Cold Bruschi,1,Ricky,The fishingtons,8,Buddy,139.01,102.52,124.44,135.26,2019,0
8,The Ice Cold Bruschi,1,Ricky,The Scientist,9,Kyle,139.06,165.66,124.65,164.82,2019,1
9,The Ice Cold Bruschi,1,Ricky,The Twelve Apostles,10,Jones,148.8,121.0,119.33,158.12,2019,0
10,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,11,Michael,142.54,109.42,135.29,168.12,2019,0
11,The Ice Cold Bruschi,1,Ricky,Thunder Crotches,12,Jake,142.64,129.08,113.29,125.56,2019,1
12,The Ice Cold Bruschi,1,Ricky,We're Back,13,Nate,148.38,177.96,123.12,126.58,2019,1
13,The Ice Cold Bruschi,1,Ricky,who invited canada,14,Peter,148.33,149.3,117.43,123.52,2019,1
15,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,11,Michael,150.18,168.98,141.77,106.74,2019,1
16,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,157.95,179.92,123.52,132.46,2019,1
1,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,134.26,105.66,151.28,144.06,2019,0
2,Immortal Duffmen,2,Pat,who invited canada,14,Peter,141.39,165.8,132.85,114.26,2019,1
3,Immortal Duffmen,2,Pat,Jadeveon's Hit Men,3,Tim,141.26,107.66,146.59,141.34,2019,0
4,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,119.62,109.08,141.18,140.7,2019,0
5,Immortal Duffmen,2,Pat,Saquon These Nuts,5,Frags,133.39,102.5,139.24,185.92,2019,0
6,Immortal Duffmen,2,Pat,Starr is Born,6,Nick,130.96,188.74,112.36,113.3,2019,1
7,Immortal Duffmen,2,Pat,SuperCam That Ho,7,Lauren,131.32,102.96,102.19,81.14,2019,1
8,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,121.5,144.54,121.71,122.9,2019,1
9,Immortal Duffmen,2,Pat,The Scientist,9,Kyle,122.47,90.36,125.91,134.12,2019,0
10,Immortal Duffmen,2,Pat,The Twelve Apostles,10,Jones,119.13,91.78,137.41,152.48,2019,0
11,Immortal Duffmen,2,Pat,Thug Bungalow,11,Michael,131.66,126.74,131.38,118.96,2019,1
12,Immortal Duffmen,2,Pat,Thunder Crotches,12,Jake,124.93,94.84,106.2,86.18,2019,1
13,Immortal Duffmen,2,Pat,We're Back,13,Nate,108.62,121.68,154.9,124.54,2019,0
14,Immortal Duffmen,2,Pat,SuperCam That Ho,7,Lauren,130.79,118.22,116.85,107.16,2019,1
15,Immortal Duffmen,2,Pat,Saquon These Nuts,5,Frags,122.54,129.8,102.29,106.72,2019,1
16,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,123.52,132.46,157.95,179.92,2019,0
1,Jadeveon's Hit Men,3,Tim,We're Back,13,Nate,136.83,142.7,143.49,144.54,2019,0
2,Jadeveon's Hit Men,3,Tim,The Ice Cold Bruschi,1,Ricky,133.23,145.76,145.56,145.58,2019,1
3,Jadeveon's Hit Men,3,Tim,Immortal Duffmen,2,Pat,146.59,141.34,141.26,107.66,2019,1
4,Jadeveon's Hit Men,3,Tim,who invited canada,14,Peter,133.16,125.2,124.52,143.3,2019,0
5,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,142.1,142.34,142.53,140.1,2019,1
6,Jadeveon's Hit Men,3,Tim,Saquon These Nuts,5,Frags,137.81,165.6,126.54,140.96,2019,1
7,Jadeveon's Hit Men,3,Tim,Starr is Born,6,Nick,127.04,125.12,126.92,152.96,2019,0
8,Jadeveon's Hit Men,3,Tim,SuperCam That Ho,7,Lauren,134.48,157.56,135.91,116.9,2019,1
9,Jadeveon's Hit Men,3,Tim,The fishingtons,8,Buddy,129.35,135.74,127.09,118.54,2019,1
10,Jadeveon's Hit Men,3,Tim,The Scientist,9,Kyle,124.37,136.52,129.0,127.18,2019,1
11,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,10,Jones,135.75,91.36,95.7,112.62,2019,0
12,Jadeveon's Hit Men,3,Tim,Thug Bungalow,11,Michael,136.0,141.02,133.02,120.44,2019,1
13,Jadeveon's Hit Men,3,Tim,Thunder Crotches,12,Jake,133.25,107.22,112.68,105.4,2019,1
15,Jadeveon's Hit Men,3,Tim,The fishingtons,8,Buddy,146.36,126.62,132.93,130.02,2019,0
16,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,10,Jones,139.2,113.96,135.9,157.96,2019,0
1,John Brown's Army,4,Eric,Thunder Crotches,12,Jake,134.37,174.72,139.15,140.8,2019,1
2,John Brown's Army,4,Eric,We're Back,13,Nate,141.51,173.62,144.74,103.52,2019,1
