week,team_name,in_season_manager_id,manager_name,opponent_team_name,in_season_opponent_manager_id,opponent_name,projected_points_for,points_for,projected_points_against,points_against,season,win
7,The Twelve Apostles,10,Jones,Thunder Crotches,12,Jake,112.35,74.94,117.68,119.24,2021,0
8,The Twelve Apostles,10,Jones,We're Back,13,Nate,110.97,112.1,105.33,98.8,2021,1
9,The Twelve Apostles,10,Jones,who invited canada,14,Peter,120.34,101.24,109.52,83.76,2021,1
10,The Twelve Apostles,10,Jones,Immortal Duffmen,2,Pat,116.73,138.54,98.38,74.68,2021,1
11,The Twelve Apostles,10,Jones,Thug Bungalow,11,Michael,111.0,92.6,123.4,129.3,2021,0
12,The Twelve Apostles,10,Jones,Jadeveon's Hit Men,3,Tim,112.52,108.72,103.16,108.58,2021,1
13,The Twelve Apostles,10,Jones,The Scientist,9,Kyle,107.74,79.86,102.12,127.18,2021,0
14,The Twelve Apostles,10,Jones,#1 Patriots Fan,6,Nick,110.33,104.22,100.5,99.32,2021,1
16,The Twelve Apostles,10,Jones,#1 Patriots Fan,6,Nick,114.69,95.22,102.17,89.52,2021,1
17,The Twelve Apostles,10,Jones,We're Back,13,Nate,120.64,130.16,128.24,125.6,2021,1
1,Thug Bungalow,11,Michael,The Twelve Apostles,10,Jones,119.73,81.72,113.17,111.98,2021,0
2,Thug Bungalow,11,Michael,#1 Patriots Fan,6,Nick,122.95,115.3,118.19,94.9,2021,1
3,Thug Bungalow,11,Michael,SuperCam That Ho,7,Lauren,116.43,109.64,123.01,105.18,2021,1
4,Thug Bungalow,11,Michael,The Ice Cold Bruschi,1,Ricky,120.6,113.42,135.01,123.38,2021,0
5,Thug Bungalow,11,Michael,The fishingtons,8,Buddy,118.85,128.56,122.7,157.2,2021,0
6,Thug Bungalow,11,Michael,Immortal Duffmen,2,Pat,127.94,128.4,114.22,134.96,2021,0
7,Thug Bungalow,11,Michael,who invited canada,14,Peter,109.06,122.76,104.7,113.76,2021,1
8,Thug Bungalow,11,Michael,Thunder Crotches,12,Jake,110.88,84.66,114.9,110.0,2021,0
9,Thug Bungalow,11,Michael,Saquon These Nuts,5,Frags,122.6,101.2,119.92,69.28,2021,1
10,Thug Bungalow,11,Michael,We're Back,13,Nate,135.19,108.58,110.74,105.6,2021,1
11,Thug Bungalow,11,Michael,The Twelve Apostles,10,Jones,123.4,129.3,111.0,92.6,2021,1
12,Thug Bungalow,11,Michael,The Scientist,9,Kyle,125.12,114.28,102.04,73.68,2021,1
13,Thug Bungalow,11,Michael,John Brown's Army,4,Eric,122.51,124.86,111.69,115.18,2021,1
14,Thug Bungalow,11,Michael,Jadeveon's Hit Men,3,Tim,129.75,152.94,102.28,115.3,2021,1
15,Thug Bungalow,11,Michael,The Scientist,9,Kyle,133.4,106.72,119.78,81.32,2021,1
16,Thug Bungalow,11,Michael,The fishingtons,8,Buddy,127.8,158.68,118.51,124.26,2021,1
17,Thug Bungalow,11,Michael,Saquon These Nuts,5,Frags,137.82,127.52,120.63,134.44,2021,0
1,Thunder Crotches,12,Jake,The Scientist,9,Kyle,119.39,113.02,116.07,132.12,2021,0
2,Thunder Crotches,12,Jake,Saquon These Nuts,5,Frags,114.6,76.98,127.65,101.48,2021,0
3,Thunder Crotches,12,Jake,#1 Patriots Fan,6,Nick,119.42,92.02,103.37,124.12,2021,0
4,Thunder Crotches,12,Jake,Immortal Duffmen,2,Pat,124.37,124.42,116.59,116.52,2021,1
5,Thunder Crotches,12,Jake,We're Back,13,Nate,120.78,175.28,112.16,158.24,2021,1
6,Thunder Crotches,12,Jake,who invited canada,14,Peter,114.26,132.9,106.47,114.54,2021,1
7,Thunder Crotches,12,Jake,The Twelve Apostles,10,Jones,117.68,119.24,112.35,74.94,2021,1
8,Thunder Crotches,12,Jake,Thug Bungalow,11,Michael,114.9,110.0,110.88,84.66,2021,1
9,Thunder Crotches,12,Jake,The fishingtons,8,Buddy,101.06,144.78,123.37,103.36,2021,1
10,Thunder Crotches,12,Jake,The Ice Cold Bruschi,1,Ricky,116.13,83.44,130.7,121.38,2021,0
11,Thunder Crotches,12,Jake,The Scientist,9,Kyle,105.9,119.54,120.57,109.32,2021,1
12,Thunder Crotches,12,Jake,SuperCam That Ho,7,Lauren,114.16,105.3,111.51,75.9,2021,1
13,Thunder Crotches,12,Jake,Jadeveon's Hit Men,3,Tim,125.67,131.82,110.53,93.24,2021,1
14,Thunder Crotches,12,Jake,John Brown's Army,4,Eric,111.12,100.84,112.13,115.9,2021,0
16,Thunder Crotches,12,Jake,Saquon These Nuts,5,Frags,131.7,114.9,115.0,136.9,2021,0
17,Thunder Crotches,12,Jake,The fishingtons,8,Buddy,123.14,163.34,129.44,104.8,2021,1
1,We're Back,13,Nate,Immortal Duffmen,2,Pat,120.94,112.26,131.82,128.46,2021,0
2,We're Back,13,Nate,John Brown's Army,4,Eric,127.89,120.14,122.51,88.72,2021,1
3,We're Back,13,Nate,Saquon These Nuts,5,Frags,121.95,137.18,124.23,104.08,2021,1
4,We're Back,13,Nate,Jadeveon's Hit Men,3,Tim,129.46,109.06,115.32,127.16,2021,0
5,We're Back,13,Nate,Thunder Crotches,12,Jake,112.16,158.24,120.78,175.28,2021,0
6,We're Back,13,Nate,The Ice Cold Bruschi,1,Ricky,119.47,106.58,120.15,108.7,2021,0
7,We're Back,13,Nate,The Scientist,9,Kyle,114.24,120.94,94.84,102.2,2021,1
8,We're Back,13,Nate,The Twelve Apostles,10,Jones,105.33,98.8,110.97,112.1,2021,0
9,We're Back,13,Nate,SuperCam That Ho,7,Lauren,117.29,94.24,111.94,99.84,2021,0
10,We're Back,13,Nate,Thug Bungalow,11,Michael,110.74,105.6,135.19,108.58,2021,0
11,We're Back,13,Nate,The fishingtons,8,Buddy,114.23,70.78,130.8,120.36,2021,0
12,We're Back,13,Nate,#1 Patriots Fan,6,Nick,122.61,114.54,113.39,103.3,2021,1
13,We're Back,13,Nate,Immortal Duffmen,2,Pat,110.0,115.32,111.79,115.92,2021,0
14,We're Back,13,Nate,who invited canada,14,Peter,115.25,128.12,106.02,121.48,2021,1
15,We're Back,13,Nate,SuperCam That Ho,7,Lauren,125.6,125.16,104.18,62.1,2021,1
16,We're Back,13,Nate,John Brown's Army,4,Eric,116.85,123.08,117.67,106.04,2021,1
17,We're Back,13,Nate,The Twelve Apostles,10,Jones,128.24,125.6,120.64,130.16,2021,0
1,who invited canada,14,Peter,#1 Patriots Fan,6,Nick,125.06,135.94,120.8,92.86,2021,1
2,who invited canada,14,Peter,Immortal Duffmen,2,Pat,119.11,121.82,111.89,109.2,2021,1
3,who invited canada,14,Peter,The Scientist,9,Kyle,130.48,89.42,130.76,130.58,2021,0
4,who invited canada,14,Peter,SuperCam That Ho,7,Lauren,110.32,59.0,123.84,111.14,2021,0
5,who invited canada,14,Peter,Jadeveon's Hit Men,3,Tim,111.11,96.7,115.77,94.58,2021,1
6,who invited canada,14,Peter,Thunder Crotches,12,Jake,106.47,114.54,114.26,132.9,2021,0
7,who invited canada,14,Peter,Thug Bungalow,11,Michael,104.7,113.76,109.06,122.76,2021,0
8,who invited canada,14,Peter,Saquon These Nuts,5,Frags,123.5,127.6,130.95,134.46,2021,0
9,who invited canada,14,Peter,The Twelve Apostles,10,Jones,109.52,83.76,120.34,101.24,2021,0
10,who invited canada,14,Peter,#1 Patriots Fan,6,Nick,120.71,77.72,105.92,101.34,2021,0
11,who invited canada,14,Peter,John Brown's Army,4,Eric,119.32,88.56,113.27,113.38,2021,0
12,who invited canada,14,Peter,The fishingtons,8,Buddy,117.59,97.68,114.88,131.1,2021,0
13,who invited canada,14,Peter,The Ice Cold Bruschi,1,Ricky,116.49,93.6,109.2,86.86,2021,1
14,who invited canada,14,Peter,We're Back,13,Nate,106.02,121.48,115.25,128.12,2021,0
1,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,118.13,86.76,113.27,137.28,2022,0
2,The Ice Cold Bruschi,1,Ricky,Jadeveon's Hit Men,3,Tim,114.13,93.84,118.1,130.6,2022,0
3,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,11,Michael,117.47,129.9,115.91,103.16,2022,1
4,The Ice Cold Bruschi,1,Ricky,Thunder Crotches,12,Jake,113.29,98.32,109.03,103.2,2022,0
5,The Ice Cold Bruschi,1,Ricky,Starr is Born,6,Nick,107.05,144.14,105.15,113.68,2022,1
6,The Ice Cold Bruschi,1,Ricky,Saquon These Nuts,5,Frags,97.73,61.7,113.1,102.92,2022,0
7,The Ice Cold Bruschi,1,Ricky,The Twelve Apostles,10,Jones,104.05,49.38,101.37,111.04,2022,0
8,The Ice Cold Bruschi,1,Ricky,The fishingtons,8,Buddy,109.07,136.78,96.76,77.78,2022,1
9,The Ice Cold Bruschi,1,Ricky,The Scientist,9,Kyle,105.15,97.9,86.51,102.0,2022,0
10,The Ice Cold Bruschi,1,Ricky,John Brown's Army,4,Eric,99.75,100.7,114.32,136.18,2022,0
11,The Ice Cold Bruschi,1,Ricky,We're Back,13,Nate,101.9,105.9,107.87,123.28,2022,0
12,The Ice Cold Bruschi,1,Ricky,SuperCam That Ho,7,Lauren,115.94,91.14,104.23,143.96,2022,0
13,The Ice Cold Bruschi,1,Ricky,who invited canada,14,Peter,104.28,106.6,118.39,126.86,2022,0
14,The Ice Cold Bruschi,1,Ricky,Immortal Duffmen,2,Pat,114.14,95.56,101.63,131.78,2022,0
15,The Ice Cold Bruschi,1,Ricky,Thug Bungalow,11,Michael,115.66,98.24,102.55,106.68,2022,0
16,The Ice Cold Bruschi,1,Ricky,Starr is Born,6,Nick,106.41,119.88,107.85,121.22,2022,0
1,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,113.27,137.28,118.13,86.76,2022,1
2,Immortal Duffmen,2,Pat,who invited canada,14,Peter,117.03,94.48,115.97,99.58,2022,0
3,Immortal Duffmen,2,Pat,Starr is Born,6,Nick,113.37,106.1,103.88,77.9,2022,1
4,Immortal Duffmen,2,Pat,John Brown's Army,4,Eric,112.54,92.92,109.28,106.56,2022,0
5,Immortal Duffmen,2,Pat,We're Back,13,Nate,105.91,103.46,107.03,112.16,2022,0
6,Immortal Duffmen,2,Pat,SuperCam That Ho,7,Lauren,115.47,134.76,94.12,70.52,2022,1
7,Immortal Duffmen,2,Pat,Thunder Crotches,12,Jake,102.52,90.78,92.28,151.68,2022,0
8,Immortal Duffmen,2,Pat,The Scientist,9,Kyle,113.99,95.32,100.03,85.84,2022,1
9,Immortal Duffmen,2,Pat,Saquon These Nuts,5,Frags,106.61,98.7,87.62,69.0,2022,1
10,Immortal Duffmen,2,Pat,The fishingtons,8,Buddy,103.21,83.1,97.62,100.4,2022,0
11,Immortal Duffmen,2,Pat,Jadeveon's Hit Men,3,Tim,102.91,96.38,102.14,127.16,2022,0
12,Immortal Duffmen,2,Pat,Thug Bungalow,11,Michael,113.32,106.82,99.88,80.44,2022,1
13,Immortal Duffmen,2,Pat,The Twelve Apostles,10,Jones,106.32,83.42,122.05,125.64,2022,0
14,Immortal Duffmen,2,Pat,The Ice Cold Bruschi,1,Ricky,101.63,131.78,114.14,95.56,2022,1
16,Immortal Duffmen,2,Pat,Thug Bungalow,11,Michael,104.7,80.28,107.51,110.56,2022,0
17,Immortal Duffmen,2,Pat,Jadeveon's Hit Men,3,Tim,102.74,87.4,114.38,117.32,2022,0
1,Jadeveon's Hit Men,3,Tim,Thunder Crotches,12,Jake,115.27,113.0,112.07,100.16,2022,1
2,Jadeveon's Hit Men,3,Tim,The Ice Cold Bruschi,1,Ricky,118.1,130.6,114.13,93.84,2022,1
3,Jadeveon's Hit Men,3,Tim,We're Back,13,Nate,111.77,109.98,114.78,92.86,2022,1
4,Jadeveon's Hit Men,3,Tim,SuperCam That Ho,7,Lauren,114.71,91.16,106.17,104.3,2022,0
5,Jadeveon's Hit Men,3,Tim,The Scientist,9,Kyle,121.32,120.68,98.37,68.42,2022,1
6,Jadeveon's Hit Men,3,Tim,The Twelve Apostles,10,Jones,112.0,103.22,104.73,82.34,2022,1
7,Jadeveon's Hit Men,3,Tim,John Brown's Army,4,Eric,85.04,66.02,125.67,88.2,2022,0
8,Jadeveon's Hit Men,3,Tim,Starr is Born,6,Nick,93.69,85.82,97.47,117.22,2022,0
9,Jadeveon's Hit Men,3,Tim,who invited canada,14,Peter,95.63,101.44,110.29,112.88,2022,0
10,Jadeveon's Hit Men,3,Tim,Saquon These Nuts,5,Frags,105.4,124.24,87.7,49.42,2022,1
11,Jadeveon's Hit Men,3,Tim,Immortal Duffmen,2,Pat,102.14,127.16,102.91,96.38,2022,1
12,Jadeveon's Hit Men,3,Tim,The fishingtons,8,Buddy,110.7,97.7,117.23,133.3,2022,0
13,Jadeveon's Hit Men,3,Tim,Thug Bungalow,11,Michael,99.05,111.42,91.04,115.14,2022,0
14,Jadeveon's Hit Men,3,Tim,Thunder Crotches,12,Jake,112.01,104.68,94.86,75.82,2022,1
16,Jadeveon's Hit Men,3,Tim,The Scientist,9,Kyle,104.68,125.76,104.47,128.56,2022,0
17,Jadeveon's Hit Men,3,Tim,Immortal Duffmen,2,Pat,114.38,117.32,102.74,87.4,2022,1
1,John Brown's Army,4,Eric,The Twelve Apostles,10,Jones,114.15,123.22,115.84,115.62,2022,1
2,John Brown's Army,4,Eric,We're Back,13,Nate,117.62,152.02,116.66,106.36,2022,1
3,John Brown's Army,4,Eric,SuperCam That Ho,7,Lauren,115.17,149.42,106.38,94.56,2022,1
4,John Brown's Army,4,Eric,Immortal Duffmen,2,Pat,109.28,106.56,112.54,92.92,2022,1
5,John Brown's Army,4,Eric,Thunder Crotches,12,Jake,119.84,126.76,102.5,71.36,2022,1
6,John Brown's Army,4,Eric,who invited canada,14,Peter,107.63,114.6,116.26,127.3,2022,0
7,John Brown's Army,4,Eric,Jadeveon's Hit Men,3,Tim,125.67,88.2,85.04,66.02,2022,1
8,John Brown's Army,4,Eric,Thug Bungalow,11,Michael,118.2,117.92,108.83,118.94,2022,0
9,John Brown's Army,4,Eric,The fishingtons,8,Buddy,119.89,155.32,103.49,108.44,2022,1
10,John Brown's Army,4,Eric,The Ice Cold Bruschi,1,Ricky,114.32,136.18,99.75,100.7,2022,1
11,John Brown's Army,4,Eric,Starr is Born,6,Nick,119.07,151.76,108.39,84.78,2022,1
12,John Brown's Army,4,Eric,The Twelve Apostles,10,Jones,126.12,102.86,107.69,159.92,2022,0
13,John Brown's Army,4,Eric,The Scientist,9,Kyle,127.87,118.04,114.62,114.46,2022,1
14,John Brown's Army,4,Eric,Saquon These Nuts,5,Frags,116.28,104.9,97.8,87.52,2022,1
16,John Brown's Army,4,Eric,The Twelve Apostles,10,Jones,115.54,129.4,103.32,98.5,2022,1
17,John Brown's Army,4,Eric,who invited canada,14,Peter,122.24,143.9,120.93,83.1,2022,1
1,Saquon These Nuts,5,Frags,Starr is Born,6,Nick,118.93,114.68,121.83,80.1,2022,1
2,Saquon These Nuts,5,Frags,The Twelve Apostles,10,Jones,110.18,134.0,122.66,139.42,2022,0
3,Saquon These Nuts,5,Frags,who invited canada,14,Peter,106.68,92.84,113.14,114.92,2022,0
4,Saquon These Nuts,5,Frags,The fishingtons,8,Buddy,100.27,118.4,113.69,134.08,2022,0
5,Saquon These Nuts,5,Frags,Thug Bungalow,11,Michael,109.77,90.54,120.82,94.4,2022,0
6,Saquon These Nuts,5,Frags,The Ice Cold Bruschi,1,Ricky,113.1,102.92,97.73,61.7,2022,1
7,Saquon These Nuts,5,Frags,SuperCam That Ho,7,Lauren,103.23,76.2,104.27,121.72,2022,0
8,Saquon These Nuts,5,Frags,We're Back,13,Nate,92.02,117.56,114.79,144.64,2022,0
9,Saquon These Nuts,5,Frags,Immortal Duffmen,2,Pat,87.62,69.0,106.61,98.7,2022,0
10,Saquon These Nuts,5,Frags,Jadeveon's Hit Men,3,Tim,87.7,49.42,105.4,124.24,2022,0
11,Saquon These Nuts,5,Frags,Thunder Crotches,12,Jake,41.59,38.8,93.99,103.34,2022,0
12,Saquon These Nuts,5,Frags,The Scientist,9,Kyle,110.78,94.14,105.88,115.44,2022,0
13,Saquon These Nuts,5,Frags,Starr is Born,6,Nick,110.73,90.64,105.84,85.58,2022,1
14,Saquon These Nuts,5,Frags,John Brown's Army,4,Eric,97.8,87.52,116.28,104.9,2022,0
1,Starr is Born,6,Nick,Saquon These Nuts,5,Frags,121.83,80.1,118.93,114.68,2022,0
2,Starr is Born,6,Nick,The fishingtons,8,Buddy,95.68,78.06,112.77,106.46,2022,0
3,Starr is Born,6,Nick,Immortal Duffmen,2,Pat,103.88,77.9,113.37,106.1,2022,0
4,Starr is Born,6,Nick,who invited canada,14,Peter,97.97,70.94,114.61,125.52,2022,0
5,Starr is Born,6,Nick,The Ice Cold Bruschi,1,Ricky,105.15,113.68,107.05,144.14,2022,0
6,Starr is Born,6,Nick,The Scientist,9,Kyle,113.52,106.24,100.49,90.82,2022,1
7,Starr is Born,6,Nick,Thug Bungalow,11,Michael,103.95,116.76,109.48,84.86,2022,1
8,Starr is Born,6,Nick,Jadeveon's Hit Men,3,Tim,97.47,117.22,93.69,85.82,2022,1
9,Starr is Born,6,Nick,We're Back,13,Nate,98.33,73.14,100.23,102.96,2022,0
10,Starr is Born,6,Nick,SuperCam That Ho,7,Lauren,101.46,115.16,104.44,86.74,2022,1
11,Starr is Born,6,Nick,John Brown's Army,4,Eric,108.39,84.78,119.07,151.76,2022,0
12,Starr is Born,6,Nick,Thunder Crotches,12,Jake,113.05,105.9,107.09,89.62,2022,1
13,Starr is Born,6,Nick,Saquon These Nuts,5,Frags,105.84,85.58,110.73,90.64,2022,0
14,Starr is Born,6,Nick,The Twelve Apostles,10,Jones,100.78,87.64,110.09,123.88,2022,0
15,Starr is Born,6,Nick,The Scientist,9,Kyle,114.03,105.64,104.45,118.72,2022,0
16,Starr is Born,6,Nick,The Ice Cold Bruschi,1,Ricky,107.85,121.22,106.41,119.88,2022,1
1,SuperCam That Ho,7,Lauren,Thug Bungalow,11,Michael,112.59,120.86,121.92,112.52,2022,1
2,SuperCam That Ho,7,Lauren,The Scientist,9,Kyle,111.34,124.26,108.42,82.98,2022,1
3,SuperCam That Ho,7,Lauren,John Brown's Army,4,Eric,106.38,94.56,115.17,149.42,2022,0
4,SuperCam That Ho,7,Lauren,Jadeveon's Hit Men,3,Tim,106.17,104.3,114.71,91.16,2022,1
5,SuperCam That Ho,7,Lauren,The fishingtons,8,Buddy,98.1,108.62,110.74,138.98,2022,0
6,SuperCam That Ho,7,Lauren,Immortal Duffmen,2,Pat,94.12,70.52,115.47,134.76,2022,0
7,SuperCam That Ho,7,Lauren,Saquon These Nuts,5,Frags,104.27,121.72,103.23,76.2,2022,1
8,SuperCam That Ho,7,Lauren,who invited canada,14,Peter,114.64,145.42,119.7,118.08,2022,1
9,SuperCam That Ho,7,Lauren,Thunder Crotches,12,Jake,99.88,66.1,98.42,61.0,2022,1
10,SuperCam That Ho,7,Lauren,Starr is Born,6,Nick,104.44,86.74,101.46,115.16,2022,0
11,SuperCam That Ho,7,Lauren,The Twelve Apostles,10,Jones,102.83,101.3,106.15,127.06,2022,0
12,SuperCam That Ho,7,Lauren,The Ice Cold Bruschi,1,Ricky,104.23,143.96,115.94,91.14,2022,1
13,SuperCam That Ho,7,Lauren,We're Back,13,Nate,108.55,98.5,110.95,124.7,2022,0
14,SuperCam That Ho,7,Lauren,Thug Bungalow,11,Michael,114.7,112.48,105.34,85.16,2022,1
15,SuperCam That Ho,7,Lauren,The Twelve Apostles,10,Jones,108.35,91.92,115.32,111.1,2022,0
16,SuperCam That Ho,7,Lauren,The fishingtons,8,Buddy,100.48,74.4,111.57,107.5,2022,0
1,The fishingtons,8,Buddy,who invited canada,14,Peter,120.97,70.22,117.55,124.2,2022,0
2,The fishingtons,8,Buddy,Starr is Born,6,Nick,112.77,106.46,95.68,78.06,2022,1
3,The fishingtons,8,Buddy,The Twelve Apostles,10,Jones,114.07,89.7,114.17,97.6,2022,0
4,The fishingtons,8,Buddy,Saquon These Nuts,5,Frags,113.69,134.08,100.27,118.4,2022,1
5,The fishingtons,8,Buddy,SuperCam That Ho,7,Lauren,110.74,138.98,98.1,108.62,2022,1
6,The fishingtons,8,Buddy,Thug Bungalow,11,Michael,112.17,97.0,119.36,94.08,2022,1
7,The fishingtons,8,Buddy,We're Back,13,Nate,104.09,133.54,103.38,98.04,2022,1
8,The fishingtons,8,Buddy,The Ice Cold Bruschi,1,Ricky,96.76,77.78,109.07,136.78,2022,0
9,The fishingtons,8,Buddy,John Brown's Army,4,Eric,103.49,108.44,119.89,155.32,2022,0
10,The fishingtons,8,Buddy,Immortal Duffmen,2,Pat,97.62,100.4,103.21,83.1,2022,1
11,The fishingtons,8,Buddy,The Scientist,9,Kyle,105.31,144.3,94.78,87.86,2022,1
12,The fishingtons,8,Buddy,Jadeveon's Hit Men,3,Tim,117.23,133.3,110.7,97.7,2022,1
13,The fishingtons,8,Buddy,Thunder Crotches,12,Jake,117.12,138.24,99.81,70.5,2022,1
14,The fishingtons,8,Buddy,who invited canada,14,Peter,123.83,110.56,106.21,117.0,2022,0
15,The fishingtons,8,Buddy,We're Back,13,Nate,118.32,93.1,111.07,145.54,2022,0
16,The fishingtons,8,Buddy,SuperCam That Ho,7,Lauren,111.57,107.5,100.48,74.4,2022,1
1,The Scientist,9,Kyle,We're Back,13,Nate,115.47,67.9,115.61,110.9,2022,0
2,The Scientist,9,Kyle,SuperCam That Ho,7,Lauren,108.42,82.98,111.34,124.26,2022,0
3,The Scientist,9,Kyle,Thunder Crotches,12,Jake,105.13,87.46,104.0,52.34,2022,1
4,The Scientist,9,Kyle,Thug Bungalow,11,Michael,101.48,107.46,115.43,106.78,2022,1
5,The Scientist,9,Kyle,Jadeveon's Hit Men,3,Tim,98.37,68.42,121.32,120.68,2022,0
6,The Scientist,9,Kyle,Starr is Born,6,Nick,100.49,90.82,113.52,106.24,2022,0
7,The Scientist,9,Kyle,who invited canada,14,Peter,97.71,86.22,115.61,122.24,2022,0
8,The Scientist,9,Kyle,Immortal Duffmen,2,Pat,100.03,85.84,113.99,95.32,2022,0
9,The Scientist,9,Kyle,The Ice Cold Bruschi,1,Ricky,86.51,102.0,105.15,97.9,2022,1
10,The Scientist,9,Kyle,The Twelve Apostles,10,Jones,101.65,112.24,110.28,87.2,2022,1
11,The Scientist,9,Kyle,The fishingtons,8,Buddy,94.78,87.86,105.31,144.3,2022,0
12,The Scientist,9,Kyle,Saquon These Nuts,5,Frags,105.88,115.44,110.78,94.14,2022,1
13,The Scientist,9,Kyle,John Brown's Army,4,Eric,114.62,114.46,127.87,118.04,2022,0
14,The Scientist,9,Kyle,We're Back,13,Nate,92.07,85.52,106.07,98.68,2022,0
15,The Scientist,9,Kyle,Starr is Born,6,Nick,104.45,118.72,114.03,105.64,2022,1
16,The Scientist,9,Kyle,Jadeveon's Hit Men,3,Tim,104.47,128.56,104.68,125.76,2022,1
17,The Scientist,9,Kyle,Thug Bungalow,11,Michael,107.74,103.28,109.24,69.06,2022,1
1,The Twelve Apostles,10,Jones,John Brown's Army,4,Eric,115.84,115.62,114.15,123.22,2022,0
2,The Twelve Apostles,10,Jones,Saquon These Nuts,5,Frags,122.66,139.42,110.18,134.0,2022,1
3,The Twelve Apostles,10,Jones,The fishingtons,8,Buddy,114.17,97.6,114.07,89.7,2022,1
4,The Twelve Apostles,10,Jones,We're Back,13,Nate,120.32,153.86,110.57,119.58,2022,1
5,The Twelve Apostles,10,Jones,who invited canada,14,Peter,128.38,118.96,115.66,131.68,2022,0
6,The Twelve Apostles,10,Jones,Jadeveon's Hit Men,3,Tim,104.73,82.34,112.0,103.22,2022,0
7,The Twelve Apostles,10,Jones,The Ice Cold Bruschi,1,Ricky,101.37,111.04,104.05,49.38,2022,1
8,The Twelve Apostles,10,Jones,Thunder Crotches,12,Jake,121.48,134.78,95.39,105.04,2022,1
9,The Twelve Apostles,10,Jones,Thug Bungalow,11,Michael,125.84,103.04,111.66,138.9,2022,0
10,The Twelve Apostles,10,Jones,The Scientist,9,Kyle,110.28,87.2,101.65,112.24,2022,0
11,The Twelve Apostles,10,Jones,SuperCam That Ho,7,Lauren,106.15,127.06,102.83,101.3,2022,1
12,The Twelve Apostles,10,Jones,John Brown's Army,4,Eric,107.69,159.92,126.12,102.86,2022,1
13,The Twelve Apostles,10,Jones,Immortal Duffmen,2,Pat,122.05,125.64,106.32,83.42,2022,1
14,The Twelve Apostles,10,Jones,Starr is Born,6,Nick,110.09,123.88,100.78,87.64,2022,1
15,The Twelve Apostles,10,Jones,SuperCam That Ho,7,Lauren,115.32,111.1,108.35,91.92,2022,1
16,The Twelve Apostles,10,Jones,John Brown's Army,4,Eric,103.32,98.5,115.54,129.4,2022,0
17,The Twelve Apostles,10,Jones,We're Back,13,Nate,84.43,61.36,88.9,91.88,2022,0
1,Thug Bungalow,11,Michael,SuperCam That Ho,7,Lauren,121.92,112.52,112.59,120.86,2022,0
2,Thug Bungalow,11,Michael,Thunder Crotches,12,Jake,123.51,113.88,106.47,113.78,2022,1
3,Thug Bungalow,11,Michael,The Ice Cold Bruschi,1,Ricky,115.91,103.16,117.47,129.9,2022,0
4,Thug Bungalow,11,Michael,The Scientist,9,Kyle,115.43,106.78,101.48,107.46,2022,0
5,Thug Bungalow,11,Michael,Saquon These Nuts,5,Frags,120.82,94.4,109.77,90.54,2022,1
6,Thug Bungalow,11,Michael,The fishingtons,8,Buddy,119.36,94.08,112.17,97.0,2022,0
7,Thug Bungalow,11,Michael,Starr is Born,6,Nick,109.48,84.86,103.95,116.76,2022,0
8,Thug Bungalow,11,Michael,John Brown's Army,4,Eric,108.83,118.94,118.2,117.92,2022,1
9,Thug Bungalow,11,Michael,The Twelve Apostles,10,Jones,111.66,138.9,125.84,103.04,2022,1
10,Thug Bungalow,11,Michael,We're Back,13,Nate,96.45,86.56,114.88,98.14,2022,0
11,Thug Bungalow,11,Michael,who invited canada,14,Peter,100.72,77.9,123.41,100.42,2022,0
12,Thug Bungalow,11,Michael,Immortal Duffmen,2,Pat,99.88,80.44,113.32,106.82,2022,0
13,Thug Bungalow,11,Michael,Jadeveon's Hit Men,3,Tim,91.04,115.14,99.05,111.42,2022,1
14,Thug Bungalow,11,Michael,SuperCam That Ho,7,Lauren,105.34,85.16,114.7,112.48,2022,0
15,Thug Bungalow,11,Michael,The Ice Cold Bruschi,1,Ricky,102.55,106.68,115.66,98.24,2022,1
16,Thug Bungalow,11,Michael,Immortal Duffmen,2,Pat,107.51,110.56,104.7,80.28,2022,1
17,Thug Bungalow,11,Michael,The Scientist,9,Kyle,109.24,69.06,107.74,103.28,2022,0
1,Thunder Crotches,12,Jake,Jadeveon's Hit Men,3,Tim,112.07,100.16,115.27,113.0,2022,0
2,Thunder Crotches,12,Jake,Thug Bungalow,11,Michael,106.47,113.78,123.51,113.88,2022,0
3,Thunder Crotches,12,Jake,The Scientist,9,Kyle,104.0,52.34,105.13,87.46,2022,0
4,Thunder Crotches,12,Jake,The Ice Cold Bruschi,1,Ricky,109.03,103.2,113.29,98.32,2022,1
5,Thunder Crotches,12,Jake,John Brown's Army,4,Eric,102.5,71.36,119.84,126.76,2022,0
6,Thunder Crotches,12,Jake,We're Back,13,Nate,98.46,62.06,96.39,109.42,2022,0
7,Thunder Crotches,12,Jake,Immortal Duffmen,2,Pat,92.28,151.68,102.52,90.78,2022,1
8,Thunder Crotches,12,Jake,The Twelve Apostles,10,Jones,95.39,105.04,121.48,134.78,2022,0
9,Thunder Crotches,12,Jake,SuperCam That Ho,7,Lauren,98.42,61.0,99.88,66.1,2022,0
10,Thunder Crotches,12,Jake,who invited canada,14,Peter,101.56,89.88,122.81,143.78,2022,0
